25
1000    400    150    50 300    100    200    50 250    75 250    500    150    50 200    300    150    250    300    350    150    180    350    250    275
16.6000	18.2386	24.5339	45.6138	37.0737	24.8772	2.0371	5.6747	6.2199	5.9127	-1.0000	26.1004	2.6577	36.1004	34.3714	5.1004	58.3065	53.8006	14.4752	71.3660	14.5041	75.5974	41.3485	33.1326	22.2741	7.0690
16.7716	35.1979	33.0796	52.3388	15.2459	9.5555	25.1156	23.8357	26.7345	28.9810	26.1004	-1.0000	26.5895	58.8749	58.1327	22.3525	33.6936	30.1881	19.1071	58.7755	35.3931	54.4787	60.9612	46.0575	40.3174	27.2999
15.3992	20.7355	27.1914	48.2516	38.3669	24.3855	4.6011	8.2040	8.8643	3.4343	2.6577	26.5895	-1.0000	37.5158	35.5575	4.3715	59.3672	53.3720	16.6906	69.5550	16.7218	77.2418	43.2488	35.6537	24.6028	9.6977
52.6997	24.5077	32.0646	37.0632	64.0790	60.3514	35.8995	35.6772	32.7131	38.0171	36.1004	58.8749	37.5158	-1.0000	4.0000	41.2005	85.1568	88.6237	40.2573	106.8187	23.4996	95.2708	10.7577	24.0831	19.8787	31.9811
50.8996	24.7543	33.2042	40.1515	64.2584	58.9898	34.3819	34.5507	31.5829	35.7429	34.3714	58.1327	35.5575	4.0000	-1.0000	39.4435	85.5644	87.5593	39.9289	104.4393	22.8398	96.6335	14.7388	26.5612	20.5890	30.9240
11.4996	22.4972	27.4609	48.9334	34.6702	20.0658	5.7454	8.2253	10.1797	6.7254	5.1004	22.3525	4.3715	41.2005	39.4435	-1.0000	55.4125	49.0500	14.8944	66.4005	19.3084	73.8761	46.3258	37.1933	26.8643	11.1014
50.1997	60.8153	53.6734	63.9733	21.6182	40.8902	56.8723	54.5211	56.9609	62.1377	58.3065	33.6936	59.3672	85.1568	85.5644	55.4125	-1.0000	32.1410	46.5555	71.5317	63.3750	24.5685	83.7651	65.4523	65.2781	57.2074
38.6702	65.3453	62.8684	80.5147	33.5599	28.9870	53.3982	53.0168	55.9874	54.6546	53.8006	30.1881	53.3720	88.6237	87.5593	49.0500	32.1410	-1.0000	49.2921	39.3907	65.1508	56.3807	91.1379	75.9367	70.4707	56.6771
20.9924	16.1385	15.2950	36.5092	24.9403	23.4748	12.5005	9.1013	10.8113	20.1215	14.4752	19.1071	16.6906	40.2573	39.9289	14.8944	46.5555	49.2921	-1.0000	74.6248	17.1492	61.8316	41.8556	27.6400	21.2401	10.8643
55.2932	88.2502	89.9080	110.5868	68.9311	51.3669	72.1079	73.6900	76.2727	68.8019	71.3660	58.7755	69.5550	106.8187	104.4393	66.4005	71.5317	39.3907	74.6248	-1.0000	85.6856	95.6686	112.7129	101.9843	92.9929	77.1749
30.4966	5.6151	15.6089	33.6748	41.8459	37.1669	13.5798	12.4494	9.5844	18.7259	14.5041	35.3931	16.7218	23.4996	22.8398	19.3084	63.3750	65.1508	17.1492	85.6856	-1.0000	76.6762	27.1427	19.7321	7.9811	8.7464
71.1994	72.7100	63.4394	65.7531	39.6345	63.0315	73.8298	70.7903	72.6285	80.4166	75.5974	54.4787	77.2418	95.2708	96.6335	73.8761	24.5685	56.3807	61.8316	95.6686	76.6762	-1.0000	91.1902	72.4021	76.1552	72.6045
57.6281	25.8211	30.1909	28.8973	63.6110	64.0140	40.6551	39.5026	36.7083	44.4736	41.3485	60.9612	43.2488	10.7577	14.7388	46.3258	83.7651	91.1379	41.8556	112.7129	27.1427	91.1902	-1.0000	18.8325	20.6972	35.8455
47.0997	14.9254	13.0757	14.8779	46.0746	51.0961	31.6556	29.0733	27.0887	38.1249	33.1326	46.0575	35.6537	24.0831	26.5612	37.1933	65.4523	75.9367	27.6400	101.9843	19.7321	72.4021	18.8325	-1.0000	12.0950	26.1796
37.6998	5.1269	12.7552	26.6309	44.2640	43.4314	21.1276	19.3092	16.7596	26.7036	22.2741	40.3174	24.6028	19.8787	20.5890	26.8643	65.2781	70.4707	21.2401	92.9929	7.9811	76.1552	20.6972	12.0950	-1.0000	15.8462
21.8953	11.3983	17.6356	38.5542	35.6042	28.4565	5.4760	3.7162	0.9219	12.6564	7.0690	27.2999	9.6977	31.9811	30.9240	11.1014	57.2074	56.6771	10.8643	77.1749	8.7464	72.6045	35.8455	26.1796	15.8462	-1.0000
5
1500 1500 1500 1000 1000
